location,technology,time_step,availability
AUS,SunPV,1,0.0
AUS,SunPV,2,0.0
AUS,SunPV,3,0.0
AUS,SunPV,4,0.0
AUS,SunPV,5,0.0
AUS,SunPV,6,0.0
AUS,SunPV,7,0.0
AUS,SunPV,8,0.01
AUS,SunPV,9,0.088
AUS,SunPV,10,0.107
AUS,SunPV,11,0.097
AUS,SunPV,12,0.096
AUS,SunPV,13,0.081
AUS,SunPV,14,0.076
AUS,SunPV,15,0.048
AUS,SunPV,16,0.005
AUS,SunPV,17,0.0
AUS,SunPV,18,0.0
AUS,SunPV,19,0.0
AUS,SunPV,20,0.0
AUS,SunPV,21,0.0
AUS,SunPV,22,0.0
AUS,SunPV,23,0.0
AUS,SunPV,24,0.0
AUS,SunPV,25,0.0
AUS,SunPV,26,0.0
AUS,SunPV,27,0.0
AUS,SunPV,28,0.0
AUS,SunPV,29,0.0
AUS,SunPV,30,0.0
AUS,SunPV,31,0.0
AUS,SunPV,32,0.017
AUS,SunPV,33,0.13
AUS,SunPV,34,0.233
AUS,SunPV,35,0.289
AUS,SunPV,36,0.305
AUS,SunPV,37,0.228
AUS,SunPV,38,0.135
AUS,SunPV,39,0.067
AUS,SunPV,40,0.004
AUS,SunPV,41,0.0
AUS,SunPV,42,0.0
AUS,SunPV,43,0.0
AUS,SunPV,44,0.0
AUS,SunPV,45,0.0
AUS,SunPV,46,0.0
AUS,SunPV,47,0.0
AUS,SunPV,48,0.0
AUS,SunPV,49,0.0
AUS,SunPV,50,0.0
AUS,SunPV,51,0.0
AUS,SunPV,52,0.0
AUS,SunPV,53,0.0
AUS,SunPV,54,0.0
AUS,SunPV,55,0.0
AUS,SunPV,56,0.034
AUS,SunPV,57,0.174
AUS,SunPV,58,0.266
AUS,SunPV,59,0.27
AUS,SunPV,60,0.268
AUS,SunPV,61,0.221
AUS,SunPV,62,0.144
AUS,SunPV,63,0.056
AUS,SunPV,64,0.002
AUS,SunPV,65,0.0
AUS,SunPV,66,0.0
AUS,SunPV,67,0.0
AUS,SunPV,68,0.0
AUS,SunPV,69,0.0
AUS,SunPV,70,0.0
AUS,SunPV,71,0.0
AUS,SunPV,72,0.0
AUS,SunPV,73,0.0
AUS,SunPV,74,0.0
AUS,SunPV,75,0.0
AUS,SunPV,76,0.0
AUS,SunPV,77,0.0
AUS,SunPV,78,0.0
AUS,SunPV,79,0.0
AUS,SunPV,80,0.012
AUS,SunPV,81,0.089
AUS,SunPV,82,0.156
AUS,SunPV,83,0.19
AUS,SunPV,84,0.22
AUS,SunPV,85,0.187
AUS,SunPV,86,0.144
AUS,SunPV,87,0.082
AUS,SunPV,88,0.005
AUS,SunPV,89,0.0
AUS,SunPV,90,0.0
AUS,SunPV,91,0.0
AUS,SunPV,92,0.0
AUS,SunPV,93,0.0
AUS,SunPV,94,0.0
AUS,SunPV,95,0.0
AUS,SunPV,96,0.0
AUS,SunPV,97,0.0
AUS,SunPV,98,0.0
AUS,SunPV,99,0.0
AUS,SunPV,100,0.0
AUS,SunPV,101,0.0
AUS,SunPV,102,0.0
AUS,SunPV,103,0.0
AUS,SunPV,104,0.012
AUS,SunPV,105,0.072
AUS,SunPV,106,0.112
AUS,SunPV,107,0.136
AUS,SunPV,108,0.141
AUS,SunPV,109,0.104
AUS,SunPV,110,0.086
AUS,SunPV,111,0.052
AUS,SunPV,112,0.004
AUS,SunPV,113,0.0
AUS,SunPV,114,0.0
AUS,SunPV,115,0.0
AUS,SunPV,116,0.0
AUS,SunPV,117,0.0
AUS,SunPV,118,0.0
AUS,SunPV,119,0.0
AUS,SunPV,120,0.0
AUS,SunPV,121,0.0
AUS,SunPV,122,0.0
AUS,SunPV,123,0.0
AUS,SunPV,124,0.0
AUS,SunPV,125,0.0
AUS,SunPV,126,0.0
AUS,SunPV,127,0.0
AUS,SunPV,128,0.022
AUS,SunPV,129,0.133
AUS,SunPV,130,0.195
AUS,SunPV,131,0.231
AUS,SunPV,132,0.244
AUS,SunPV,133,0.23
AUS,SunPV,134,0.207
AUS,SunPV,135,0.128
AUS,SunPV,136,0.013
AUS,SunPV,137,0.0
AUS,SunPV,138,0.0
AUS,SunPV,139,0.0
AUS,SunPV,140,0.0
AUS,SunPV,141,0.0
AUS,SunPV,142,0.0
AUS,SunPV,143,0.0
AUS,SunPV,144,0.0
AUS,SunPV,145,0.0
AUS,SunPV,146,0.0
AUS,SunPV,147,0.0
AUS,SunPV,148,0.0
AUS,SunPV,149,0.0
AUS,SunPV,150,0.0
AUS,SunPV,151,0.0
AUS,SunPV,152,0.013
AUS,SunPV,153,0.137
AUS,SunPV,154,0.174
AUS,SunPV,155,0.164
AUS,SunPV,156,0.167
AUS,SunPV,157,0.145
AUS,SunPV,158,0.134
AUS,SunPV,159,0.081
AUS,SunPV,160,0.01
AUS,SunPV,161,0.0
AUS,SunPV,162,0.0
AUS,SunPV,163,0.0
AUS,SunPV,164,0.0
AUS,SunPV,165,0.0
AUS,SunPV,166,0.0
AUS,SunPV,167,0.0
AUS,SunPV,168,0.0
AUS,SunPV,169,0.0
AUS,SunPV,170,0.0
AUS,SunPV,171,0.0
AUS,SunPV,172,0.0
AUS,SunPV,173,0.0
AUS,SunPV,174,0.0
AUS,SunPV,175,0.0
AUS,SunPV,176,0.012
AUS,SunPV,177,0.085
AUS,SunPV,178,0.139
AUS,SunPV,179,0.138
AUS,SunPV,180,0.165
AUS,SunPV,181,0.184
AUS,SunPV,182,0.158
AUS,SunPV,183,0.091
AUS,SunPV,184,0.006
AUS,SunPV,185,0.0
AUS,SunPV,186,0.0
AUS,SunPV,187,0.0
AUS,SunPV,188,0.0
AUS,SunPV,189,0.0
AUS,SunPV,190,0.0
AUS,SunPV,191,0.0
AUS,SunPV,192,0.0
AUS,SunPV,193,0.0
AUS,SunPV,194,0.0
AUS,SunPV,195,0.0
AUS,SunPV,196,0.0
AUS,SunPV,197,0.0
AUS,SunPV,198,0.0
AUS,SunPV,199,0.0
AUS,SunPV,200,0.023
AUS,SunPV,201,0.125
AUS,SunPV,202,0.171
AUS,SunPV,203,0.16
AUS,SunPV,204,0.168
AUS,SunPV,205,0.18
AUS,SunPV,206,0.088
AUS,SunPV,207,0.045
AUS,SunPV,208,0.004
AUS,SunPV,209,0.0
AUS,SunPV,210,0.0
AUS,SunPV,211,0.0
AUS,SunPV,212,0.0
AUS,SunPV,213,0.0
AUS,SunPV,214,0.0
AUS,SunPV,215,0.0
AUS,SunPV,216,0.0
AUS,SunPV,217,0.0
AUS,SunPV,218,0.0
AUS,SunPV,219,0.0
AUS,SunPV,220,0.0
AUS,SunPV,221,0.0
AUS,SunPV,222,0.0
AUS,SunPV,223,0.0
AUS,SunPV,224,0.018
AUS,SunPV,225,0.092
AUS,SunPV,226,0.191
AUS,SunPV,227,0.303
AUS,SunPV,228,0.366
AUS,SunPV,229,0.381
AUS,SunPV,230,0.323
AUS,SunPV,231,0.198
AUS,SunPV,232,0.033
AUS,SunPV,233,0.0
AUS,SunPV,234,0.0
AUS,SunPV,235,0.0
AUS,SunPV,236,0.0
AUS,SunPV,237,0.0
AUS,SunPV,238,0.0
AUS,SunPV,239,0.0
AUS,SunPV,240,0.0
AUS,SunPV,241,0.0
AUS,SunPV,242,0.0
AUS,SunPV,243,0.0
AUS,SunPV,244,0.0
AUS,SunPV,245,0.0
AUS,SunPV,246,0.0
AUS,SunPV,247,0.0
AUS,SunPV,248,0.014
AUS,SunPV,249,0.058
AUS,SunPV,250,0.058
AUS,SunPV,251,0.054
AUS,SunPV,252,0.061
AUS,SunPV,253,0.058
AUS,SunPV,254,0.054
AUS,SunPV,255,0.037
AUS,SunPV,256,0.004
AUS,SunPV,257,0.0
AUS,SunPV,258,0.0
AUS,SunPV,259,0.0
AUS,SunPV,260,0.0
AUS,SunPV,261,0.0
AUS,SunPV,262,0.0
AUS,SunPV,263,0.0
AUS,SunPV,264,0.0
AUS,SunPV,265,0.0
AUS,SunPV,266,0.0
AUS,SunPV,267,0.0
AUS,SunPV,268,0.0
AUS,SunPV,269,0.0
AUS,SunPV,270,0.0
AUS,SunPV,271,0.0
AUS,SunPV,272,0.022
AUS,SunPV,273,0.103
AUS,SunPV,274,0.171
AUS,SunPV,275,0.233
AUS,SunPV,276,0.271
AUS,SunPV,277,0.231
AUS,SunPV,278,0.221
AUS,SunPV,279,0.117
AUS,SunPV,280,0.017
AUS,SunPV,281,0.0
AUS,SunPV,282,0.0
AUS,SunPV,283,0.0
AUS,SunPV,284,0.0
AUS,SunPV,285,0.0
AUS,SunPV,286,0.0
AUS,SunPV,287,0.0
AUS,SunPV,288,0.0
AUS,SunPV,289,0.0
AUS,SunPV,290,0.0
AUS,SunPV,291,0.0
AUS,SunPV,292,0.0
AUS,SunPV,293,0.0
AUS,SunPV,294,0.0
AUS,SunPV,295,0.0
AUS,SunPV,296,0.048
AUS,SunPV,297,0.235
AUS,SunPV,298,0.375
AUS,SunPV,299,0.436
AUS,SunPV,300,0.462
AUS,SunPV,301,0.394
AUS,SunPV,302,0.308
AUS,SunPV,303,0.185
AUS,SunPV,304,0.034
AUS,SunPV,305,0.0
AUS,SunPV,306,0.0
AUS,SunPV,307,0.0
AUS,SunPV,308,0.0
AUS,SunPV,309,0.0
AUS,SunPV,310,0.0
AUS,SunPV,311,0.0
AUS,SunPV,312,0.0
AUS,SunPV,313,0.0
AUS,SunPV,314,0.0
AUS,SunPV,315,0.0
AUS,SunPV,316,0.0
AUS,SunPV,317,0.0
AUS,SunPV,318,0.0
AUS,SunPV,319,0.0
AUS,SunPV,320,0.036
AUS,SunPV,321,0.151
AUS,SunPV,322,0.273
AUS,SunPV,323,0.32
AUS,SunPV,324,0.358
AUS,SunPV,325,0.271
AUS,SunPV,326,0.207
AUS,SunPV,327,0.113
AUS,SunPV,328,0.019
AUS,SunPV,329,0.0
AUS,SunPV,330,0.0
AUS,SunPV,331,0.0
AUS,SunPV,332,0.0
AUS,SunPV,333,0.0
AUS,SunPV,334,0.0
AUS,SunPV,335,0.0
AUS,SunPV,336,0.0
AUS,SunPV,337,0.0
AUS,SunPV,338,0.0
AUS,SunPV,339,0.0
AUS,SunPV,340,0.0
AUS,SunPV,341,0.0
AUS,SunPV,342,0.0
AUS,SunPV,343,0.0
AUS,SunPV,344,0.048
AUS,SunPV,345,0.179
AUS,SunPV,346,0.284
AUS,SunPV,347,0.348
AUS,SunPV,348,0.384
AUS,SunPV,349,0.335
AUS,SunPV,350,0.261
AUS,SunPV,351,0.185
AUS,SunPV,352,0.028
AUS,SunPV,353,0.0
AUS,SunPV,354,0.0
AUS,SunPV,355,0.0
AUS,SunPV,356,0.0
AUS,SunPV,357,0.0
AUS,SunPV,358,0.0
AUS,SunPV,359,0.0
AUS,SunPV,360,0.0
AUS,SunPV,361,0.0
AUS,SunPV,362,0.0
AUS,SunPV,363,0.0
AUS,SunPV,364,0.0
AUS,SunPV,365,0.0
AUS,SunPV,366,0.0
AUS,SunPV,367,0.0
AUS,SunPV,368,0.057
AUS,SunPV,369,0.213
AUS,SunPV,370,0.297
AUS,SunPV,371,0.329
AUS,SunPV,372,0.352
AUS,SunPV,373,0.313
AUS,SunPV,374,0.268
AUS,SunPV,375,0.169
AUS,SunPV,376,0.041
AUS,SunPV,377,0.0
AUS,SunPV,378,0.0
AUS,SunPV,379,0.0
AUS,SunPV,380,0.0
AUS,SunPV,381,0.0
AUS,SunPV,382,0.0
AUS,SunPV,383,0.0
AUS,SunPV,384,0.0
AUS,SunPV,385,0.0
AUS,SunPV,386,0.0
AUS,SunPV,387,0.0
AUS,SunPV,388,0.0
AUS,SunPV,389,0.0
AUS,SunPV,390,0.0
AUS,SunPV,391,0.0
AUS,SunPV,392,0.012
AUS,SunPV,393,0.051
AUS,SunPV,394,0.066
AUS,SunPV,395,0.075
AUS,SunPV,396,0.075
AUS,SunPV,397,0.06
AUS,SunPV,398,0.043
AUS,SunPV,399,0.035
AUS,SunPV,400,0.008
AUS,SunPV,401,0.0
AUS,SunPV,402,0.0
AUS,SunPV,403,0.0
AUS,SunPV,404,0.0
AUS,SunPV,405,0.0
AUS,SunPV,406,0.0
AUS,SunPV,407,0.0
AUS,SunPV,408,0.0
AUS,SunPV,409,0.0
AUS,SunPV,410,0.0
AUS,SunPV,411,0.0
AUS,SunPV,412,0.0
AUS,SunPV,413,0.0
AUS,SunPV,414,0.0
AUS,SunPV,415,0.0
AUS,SunPV,416,0.039
AUS,SunPV,417,0.132
AUS,SunPV,418,0.179
AUS,SunPV,419,0.184
AUS,SunPV,420,0.19
AUS,SunPV,421,0.155
AUS,SunPV,422,0.127
AUS,SunPV,423,0.097
AUS,SunPV,424,0.029
AUS,SunPV,425,0.0
AUS,SunPV,426,0.0
AUS,SunPV,427,0.0
AUS,SunPV,428,0.0
AUS,SunPV,429,0.0
AUS,SunPV,430,0.0
AUS,SunPV,431,0.0
AUS,SunPV,432,0.0
AUS,SunPV,433,0.0
AUS,SunPV,434,0.0
AUS,SunPV,435,0.0
AUS,SunPV,436,0.0
AUS,SunPV,437,0.0
AUS,SunPV,438,0.0
AUS,SunPV,439,0.0
AUS,SunPV,440,0.028
AUS,SunPV,441,0.113
AUS,SunPV,442,0.157
AUS,SunPV,443,0.213
AUS,SunPV,444,0.249
AUS,SunPV,445,0.263
AUS,SunPV,446,0.235
AUS,SunPV,447,0.171
AUS,SunPV,448,0.058
AUS,SunPV,449,0.0
AUS,SunPV,450,0.0
AUS,SunPV,451,0.0
AUS,SunPV,452,0.0
AUS,SunPV,453,0.0
AUS,SunPV,454,0.0
AUS,SunPV,455,0.0
AUS,SunPV,456,0.0
AUS,SunPV,457,0.0
AUS,SunPV,458,0.0
AUS,SunPV,459,0.0
AUS,SunPV,460,0.0
AUS,SunPV,461,0.0
AUS,SunPV,462,0.0
AUS,SunPV,463,0.0
AUS,SunPV,464,0.019
AUS,SunPV,465,0.097
AUS,SunPV,466,0.169
AUS,SunPV,467,0.227
AUS,SunPV,468,0.253
AUS,SunPV,469,0.212
AUS,SunPV,470,0.174
AUS,SunPV,471,0.096
AUS,SunPV,472,0.021
